GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,LengthFG,Description,PlayType,Outcome,OutcomePts,FieldGoalMade
2013122913,2013-12-29,2,12,42,DEN,LV,4,10,84,34,"(12:42) 5-M.PRATER 34 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-4-B.COLQUITT.",FIELD GOAL,IS GOOD,3,1
2013122213,2013-12-22,4,6,28,SD,LV,4,4,85,33,"(6:28) 9-N.NOVAK 33 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
2013122213,2013-12-22,4,14,55,SD,LV,4,7,90,28,"(14:55) 9-N.NOVAK 28 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
2013122213,2013-12-22,3,1,0,SD,LV,4,3,70,48,"(1:00) 9-N.NOVAK 48 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
2013122213,2013-12-22,1,2,45,SD,LV,4,8,91,27,"(2:45) 9-N.NOVAK 27 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
2013111703,2013-11-17,2,0,45,HOU,LV,4,5,67,51,"(:45) 4-R.BULLOCK 51 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS GOOD,3,1
2013111005,2013-11-10,4,8,8,NYG,LV,4,5,95,23,"(8:08) 3-J.BROWN 23 YARD FIELD GOAL IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-5-S.WEATHERFORD.",FIELD GOAL,IS GOOD,3,1
2013091512,2013-09-15,2,7,50,JAX,LV,4,9,91,27,"(7:50) 10-J.SCOBEE 27 YARD FIELD GOAL IS GOOD, CENTER-46-C.TINKER, HOLDER-19-B.ANGER.",FIELD GOAL,IS GOOD,3,1
2013122913,2013-12-29,4,6,41,DEN,LV,4,8,64,54,"(6:41) 5-M.PRATER 54 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-4-B.COLQUITT.",FIELD GOAL,IS GOOD,3,1
2013100610,2013-10-06,3,4,56,SD,LV,4,12,84,35,"(4:56) 9-N.NOVAK 35 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
2013100610,2013-10-06,3,6,43,SD,LV,4,2,81,37,"(6:43) 9-N.NOVAK 37 YARD FIELD GOAL IS BLOCKED (23-T.PORTER), CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES, RECOVERED BY SD-89-L.GREEN AT OAK 24. 89-L.GREEN TO OAK 14 FOR 10 YARDS (55-S.MOORE).",FIELD GOAL,BLOCKED,0,0
2013120803,2013-12-08,3,2,51,NYJ,LV,4,9,67,51,"(2:51) 2-N.FOLK 51 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-1-R.QUIGLEY.",FIELD GOAL,IS GOOD,3,1
2013120803,2013-12-08,2,5,6,NYJ,LV,4,5,95,23,"(5:06) 2-N.FOLK 23 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-1-R.QUIGLEY.",FIELD GOAL,IS GOOD,3,1
2013120803,2013-12-08,1,11,17,NYJ,LV,4,5,77,41,"(11:17) 2-N.FOLK 41 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-1-R.QUIGLEY.",FIELD GOAL,IS GOOD,3,1
2013112801,2013-11-28,4,2,0,DAL,LV,4,1,99,19,"(2:00) (FIELD GOAL FORMATION) 5-D.BAILEY 19 YARD FIELD GOAL IS GOOD, CENTER-91-L.LADOUCEUR, HOLDER-6-C.JONES.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,4,8,56,TEN,LV,4,3,95,23,"(8:56) 2-R.BIRONAS 23 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,2,11,59,TEN,LV,4,4,95,22,"(11:59) 2-R.BIRONAS 22 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,1,3,42,TEN,LV,4,12,85,33,"(3:42) 2-R.BIRONAS 33 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1
2013111703,2013-11-17,4,8,5,HOU,LV,4,9,88,30,"(8:05) 4-R.BULLOCK 30 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS GOOD,3,1
2013111703,2013-11-17,4,12,16,HOU,LV,4,8,92,26,"(12:16) 4-R.BULLOCK 26 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS GOOD,3,1
2013092910,2013-09-29,2,14,23,WAS,LV,4,7,93,25,"(14:23) 1-J.POTTER 25 YARD FIELD GOAL IS GOOD, CENTER-57-N.SUNDBERG, HOLDER-6-S.ROCCA.",FIELD GOAL,IS GOOD,3,1
2013092300,2013-09-23,3,8,46,DEN,LV,4,5,79,40,"(8:46) 5-M.PRATER 40 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-4-B.COLQUITT.",FIELD GOAL,IS GOOD,3,1
2013092300,2013-09-23,2,0,24,DEN,LV,4,6,77,41,"(:24) 5-M.PRATER 41 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-4-B.COLQUITT.",FIELD GOAL,IS GOOD,3,1
2013092300,2013-09-23,1,0,53,DEN,LV,4,9,65,53,"(:53) 5-M.PRATER 53 YARD FIELD GOAL IS GOOD, CENTER-46-A.BREWER, HOLDER-4-B.COLQUITT.",FIELD GOAL,IS GOOD,3,1
2013102706,2013-10-27,3,5,54,PIT,LV,4,9,86,32,"(5:54) 6-S.SUISHAM 32 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-60-G.WARREN, HOLDER-4-Z.MESKO.",FIELD GOAL,IS NO GOOD,0,0
2013102706,2013-10-27,2,0,13,PIT,LV,4,1,84,34,"(:13) 6-S.SUISHAM 34 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-60-G.WARREN, HOLDER-4-Z.MESKO.",FIELD GOAL,IS NO GOOD,0,0
2013102706,2013-10-27,2,14,20,PIT,LV,4,2,71,47,"(14:20) 6-S.SUISHAM 47 YARD FIELD GOAL IS GOOD, CENTER-60-G.WARREN, HOLDER-4-Z.MESKO.",FIELD GOAL,IS GOOD,3,1
2013101304,2013-10-13,4,2,13,KC,LV,4,11,85,33,"(2:13) 6-R.SUCCOP 33 YARD FIELD GOAL IS GOOD, CENTER-43-T.GAFFORD, HOLDER-2-D.COLQUITT.",FIELD GOAL,IS GOOD,3,1
2013091512,2013-09-15,4,6,4,LV,JAX,4,4,90,29,"(6:04) 11-S.JANIKOWSKI 29 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013091512,2013-09-15,4,13,53,LV,JAX,4,1,90,29,"(13:53) 11-S.JANIKOWSKI 29 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013091512,2013-09-15,3,9,22,LV,JAX,4,7,88,30,"(9:22) 11-S.JANIKOWSKI 30 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013091512,2013-09-15,2,4,11,LV,JAX,4,2,83,35,"(4:11) 11-S.JANIKOWSKI 35 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013122213,2013-12-22,2,0,13,LV,SD,4,2,98,20,"(:13) 11-S.JANIKOWSKI 20 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013121511,2013-12-15,1,11,10,LV,KC,4,6,85,34,"(11:10) 11-S.JANIKOWSKI 34 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013120803,2013-12-08,4,13,25,LV,NYJ,4,7,78,40,"(13:25) 11-S.JANIKOWSKI 40 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013120803,2013-12-08,2,12,35,LV,NYJ,4,18,77,41,"(12:35) 11-S.JANIKOWSKI 41 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013120803,2013-12-08,1,4,52,LV,NYJ,4,7,66,52,"(4:52) 11-S.JANIKOWSKI 52 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013111703,2013-11-17,3,3,48,LV,HOU,4,2,64,54,"(3:48) 11-S.JANIKOWSKI 54 YARD FIELD GOAL IS NO GOOD, HIT LEFT UPRIGHT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013111005,2013-11-10,3,7,0,LV,NYG,4,6,94,24,"(7:00) 11-S.JANIKOWSKI 24 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013122913,2013-12-29,3,9,30,LV,DEN,4,9,77,42,"(9:30) 11-S.JANIKOWSKI 42 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013122213,2013-12-22,4,11,24,LV,SD,4,4,76,42,"(11:24) 11-S.JANIKOWSKI 42 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013111005,2013-11-10,1,3,25,LV,NYG,4,4,85,33,"(3:25) 11-S.JANIKOWSKI 33 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013101304,2013-10-13,2,12,26,LV,KC,4,3,67,51,"(12:26) 11-S.JANIKOWSKI 51 YARD FIELD GOAL IS NO GOOD, SHORT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013112801,2013-11-28,4,0,38,LV,DAL,2,10,73,45,"(:38) (FIELD GOAL FORMATION) 11-S.JANIKOWSKI 45 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,3,1,46,LV,TEN,4,5,76,42,"(1:46) 11-S.JANIKOWSKI 42 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,3,8,14,LV,TEN,4,12,70,48,"(8:14) 11-S.JANIKOWSKI 48 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013112409,2013-11-24,2,0,4,LV,TEN,1,10,86,32,"(:04) 11-S.JANIKOWSKI 32 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013112409,2013-11-24,2,0,52,LV,TEN,4,3,94,24,"(:52) 11-S.JANIKOWSKI 24 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,2,6,30,LV,TEN,4,11,70,48,"(6:30) 11-S.JANIKOWSKI 48 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013112409,2013-11-24,1,11,0,LV,TEN,4,4,66,52,"(11:00) 11-S.JANIKOWSKI 52 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013100610,2013-10-06,4,4,29,LV,SD,4,3,68,50,"(4:29) 11-S.JANIKOWSKI 50 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013100610,2013-10-06,2,4,18,LV,SD,4,2,71,47,"(4:18) 11-S.JANIKOWSKI 47 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013110306,2013-11-03,2,0,8,LV,PHI,4,1,65,53,"(:08) 11-S.JANIKOWSKI 53 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013110306,2013-11-03,1,2,6,LV,PHI,4,6,94,24,"(2:06) 11-S.JANIKOWSKI 24 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013092910,2013-09-29,3,6,55,LV,WAS,4,1,67,52,"(6:55) 11-S.JANIKOWSKI 52 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013090805,2013-09-08,3,5,46,LV,IND,4,1,80,38,"(5:46) 11-S.JANIKOWSKI 38 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013090805,2013-09-08,2,0,4,LV,IND,4,5,70,48,"(:04) 11-S.JANIKOWSKI 48 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0
2013090500,2013-09-05,2,0,10,BAL,DEN,4,7,93,25,"(:10) 9-J.TUCKER 25 YARD FIELD GOAL IS GOOD, CENTER-46-M.COX, HOLDER-4-S.KOCH.",FIELD GOAL,IS GOOD,3,1
2013090500,2013-09-05,4,5,33,BAL,DEN,4,4,88,30,"(5:33) 9-J.TUCKER 30 YARD FIELD GOAL IS GOOD, CENTER-46-M.COX, HOLDER-4-S.KOCH.",FIELD GOAL,IS GOOD,3,1
2013090800,2013-09-08,1,4,51,NE,BUF,4,11,70,48,"(4:51) 3-S.GOSTKOWSKI 48 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1
2013091512,2013-09-15,2,0,8,LV,JAX,4,10,73,46,"(:08) 11-S.JANIKOWSKI 46 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1
2013090800,2013-09-08,4,10,52,NE,BUF,4,15,85,33,"(10:52) 3-S.GOSTKOWSKI 33 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1
2013090800,2013-09-08,4,0,9,NE,BUF,3,13,83,35,"(:09) 3-S.GOSTKOWSKI 35 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1
2013090809,2013-09-08,3,4,33,TEN,PIT,4,4,92,26,"(4:33) (FIELD GOAL FORMATION) 2-R.BIRONAS 26 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1
2013090809,2013-09-08,4,6,6,TEN,PIT,4,18,74,44,"(6:06) (FIELD GOAL FORMATION) 2-R.BIRONAS 44 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1
2013090809,2013-09-08,4,3,57,TEN,PIT,4,2,91,27,"(3:57) (FIELD GOAL FORMATION) 2-R.BIRONAS 27 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1
2013090808,2013-09-08,1,1,30,ATL,NO,4,5,95,23,"(1:30) 3-M.BRYANT 23 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",FIELD GOAL,IS GOOD,3,1
2013090808,2013-09-08,2,10,58,NO,ATL,4,7,70,48,"(10:58) 5-G.HARTLEY 48 YARD FIELD GOAL IS GOOD, CENTER-47-J.DRESCHER, HOLDER-7-L.MCCOWN.",FIELD GOAL,IS GOOD,3,1
2013090808,2013-09-08,2,1,50,NO,ATL,4,13,87,31,"(1:50) 5-G.HARTLEY 31 YARD FIELD GOAL IS GOOD, CENTER-47-J.DRESCHER, HOLDER-7-L.MCCOWN.",FIELD GOAL,IS GOOD,3,1
2013090808,2013-09-08,4,3,16,NO,ATL,4,2,96,22,"(3:16) 5-G.HARTLEY 22 YARD FIELD GOAL IS GOOD, CENTER-47-J.DRESCHER, HOLDER-7-L.MCCOWN.",FIELD GOAL,IS GOOD,3,1
2013090807,2013-09-08,2,11,6,NYJ,TB,4,11,75,43,"(11:06) 2-N.FOLK 43 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1
2013090807,2013-09-08,4,5,9,NYJ,TB,4,2,88,30,"(5:09) 2-N.FOLK 30 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1
2013090807,2013-09-08,4,0,38,TB,NYJ,4,3,81,37,"(:38) 4-R.LINDELL 37 YARD FIELD GOAL IS GOOD, CENTER-48-A.ECONOMOS, HOLDER-9-M.KOENEN.",FIELD GOAL,IS GOOD,3,1
2013090807,2013-09-08,4,0,15,NYJ,TB,1,10,70,48,"(:15) 2-N.FOLK 48 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1
2013090801,2013-09-08,2,9,40,SEA,CAR,4,8,91,27,"(9:40) 4-S.HAUSCHKA 27 YARD FIELD GOAL IS GOOD, CENTER-49-C.GRESHAM, HOLDER-9-J.RYAN.",FIELD GOAL,IS GOOD,3,1
2013090801,2013-09-08,3,2,26,SEA,CAR,4,15,78,40,"(2:26) 4-S.HAUSCHKA 40 YARD FIELD GOAL IS GOOD, CENTER-49-C.GRESHAM, HOLDER-9-J.RYAN.",FIELD GOAL,IS GOOD,3,1
2013090802,2013-09-08,2,0,13,CHI,CIN,4,6,60,58,"(:13) (FIELD GOAL FORMATION) 9-R.GOULD 58 YARD FIELD GOAL IS GOOD, CENTER-65-P.MANNELLY, HOLDER-8-A.PODLESH.",FIELD GOAL,IS GOOD,3,1
2013090803,2013-09-08,1,1,33,MIA,CLE,4,12,73,45,"(1:33) (FIELD GOAL FORMATION) 9-C.STURGIS 45 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1
2013090803,2013-09-08,2,13,42,MIA,CLE,4,14,69,49,"(13:42) (FIELD GOAL FORMATION) 9-C.STURGIS 49 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1
2013090803,2013-09-08,3,3,5,CLE,MIA,4,10,79,39,"(3:05) (FIELD GOAL FORMATION) 8-B.CUNDIFF 39 YARD FIELD GOAL IS GOOD, CENTER-57-C.YOUNT, HOLDER-5-S.LANNING.",FIELD GOAL,IS GOOD,3,1
2013090803,2013-09-08,4,4,2,MIA,CLE,4,3,82,36,"(4:02) (FIELD GOAL FORMATION) 9-C.STURGIS 36 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1
2013090804,2013-09-08,1,5,0,DET,MIN,4,5,85,33,"(5:00) 2-D.AKERS 33 YARD FIELD GOAL IS GOOD, CENTER-48-D.MUHLBACH, HOLDER-6-S.MARTIN.",FIELD GOAL,IS GOOD,3,1
2013090804,2013-09-08,2,14,52,DET,MIN,4,11,76,42,"(14:52) 2-D.AKERS 42 YARD FIELD GOAL IS GOOD, CENTER-48-D.MUHLBACH, HOLDER-6-S.MARTIN.",FIELD GOAL,IS GOOD,3,1
2013090804,2013-09-08,3,6,47,MIN,DET,4,1,66,52,"(6:47) 3-B.WALSH 52 YARD FIELD GOAL IS GOOD, CENTER-46-C.LOEFFLER, HOLDER-12-J.LOCKE.",FIELD GOAL,IS GOOD,3,1
2013090811,2013-09-08,2,1,37,SF,GB,4,6,70,48,"(1:37) 9-P.DAWSON 48 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-47-K.MCDERMOTT, HOLDER-4-A.LEE.",FIELD GOAL,IS NO GOOD,0,0
2013090811,2013-09-08,4,14,21,SF,GB,4,9,91,27,"(14:21) 9-P.DAWSON 27 YARD FIELD GOAL IS GOOD, CENTER-47-K.MCDERMOTT, HOLDER-4-A.LEE.",FIELD GOAL,IS GOOD,3,1
2013090811,2013-09-08,4,0,30,SF,GB,4,4,85,33,"(:30) 9-P.DAWSON 33 YARD FIELD GOAL IS GOOD, CENTER-47-K.MCDERMOTT, HOLDER-4-A.LEE.",FIELD GOAL,IS GOOD,3,1
2013090810,2013-09-08,2,5,27,ARI,LA,4,8,88,30,"(5:27) 4-J.FEELY 30 YARD FIELD GOAL IS GOOD, CENTER-82-M.LEACH, HOLDER-9-D.ZASTUDIL.",FIELD GOAL,IS GOOD,3,1
2013090810,2013-09-08,2,0,5,ARI,LA,1,10,68,50,"(:05) 4-J.FEELY 50 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-82-M.LEACH, HOLDER-9-D.ZASTUDIL.",FIELD GOAL,IS NO GOOD,0,0
2013090812,2013-09-08,1,13,7,DAL,NYG,4,7,88,30,"(13:07) (FIELD GOAL FORMATION) 5-D.BAILEY 30 YARD FIELD GOAL IS GOOD, CENTER-91-L.LADOUCEUR, HOLDER-6-C.JONES.",FIELD GOAL,IS GOOD,3,1
2013090812,2013-09-08,1,2,7,NYG,DAL,4,2,98,20,"(2:07) (FIELD GOAL FORMATION) 3-J.BROWN 20 YARD FIELD GOAL IS GOOD, CENTER-51-Z.DEOSSIE, HOLDER-5-S.WEATHERFORD.",FIELD GOAL,IS GOOD,3,1
2013090812,2013-09-08,2,10,7,DAL,NYG,4,8,80,38,"(10:07) (FIELD GOAL FORMATION) 5-D.BAILEY 38 YARD FIELD GOAL IS GOOD, CENTER-91-L.LADOUCEUR, HOLDER-6-C.JONES.",FIELD GOAL,IS GOOD,3,1
2013090812,2013-09-08,4,12,16,DAL,NYG,4,1,73,45,"(12:16) (FIELD GOAL FORMATION) 5-D.BAILEY 45 YARD FIELD GOAL IS GOOD, CENTER-91-L.LADOUCEUR, HOLDER-6-C.JONES.",FIELD GOAL,IS GOOD,3,1
2013090900,2013-09-09,1,9,20,PHI,WAS,4,10,71,48,"(9:20) 6-A.HENERY 48 YARD FIELD GOAL IS GOOD, CENTER-46-J.DORENBOS, HOLDER-8-D.JONES.",FIELD GOAL,IS GOOD,3,1
2013090900,2013-09-09,3,6,30,WAS,PHI,4,19,78,40,"(6:30) 2-K.FORBATH 40 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-57-N.SUNDBERG, HOLDER-6-S.ROCCA.",FIELD GOAL,IS NO GOOD,0,0
2013090901,2013-09-09,2,2,6,HOU,SD,4,11,67,51,"(2:06) 4-R.BULLOCK 51 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS NO GOOD,0,0
2013090901,2013-09-09,4,14,52,HOU,SD,4,8,81,37,"(14:52) 4-R.BULLOCK 37 YARD FIELD GOAL IS GOOD, NULLIFIED BY PENALTY, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER. PENALTY ON SD-92-C.THOMAS, UNNECESSARY ROUGHNESS, 10 YARDS, ENFORCED AT SD 19 - NO PLAY.",FIELD GOAL,IS GOOD,3,1
2013090901,2013-09-09,4,0,5,HOU,SD,3,9,77,41,"(:05) 4-R.BULLOCK 41 YARD FIELD GOAL IS GOOD, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS GOOD,3,1
2013091200,2013-09-12,1,9,20,NE,NYJ,4,3,97,21,"(9:20) 3-S.GOSTKOWSKI 21 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN. PENALTY ON NYJ, ILLEGAL FORMATION, DECLINED.",FIELD GOAL,IS GOOD,3,1
2013091200,2013-09-12,1,4,10,NYJ,NE,4,7,91,27,"(4:10) 2-N.FOLK 27 YARD FIELD GOAL IS GOOD, NULLIFIED BY PENALTY, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE. PENALTY ON NYJ-88-K.REULAND, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT NE 9 - NO PLAY.",FIELD GOAL,IS GOOD,3,1
2013091200,2013-09-12,1,4,6,NYJ,NE,4,17,81,37,"(4:06) 2-N.FOLK 37 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1
2013091200,2013-09-12,2,5,9,NE,NYJ,4,5,88,30,"(5:09) 3-S.GOSTKOWSKI 30 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1
2013091200,2013-09-12,2,0,4,NE,NYJ,4,10,75,43,"(:04) 3-S.GOSTKOWSKI 43 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS NO GOOD,0,0
2013091508,2013-09-15,1,7,32,SD,PHI,4,10,69,49,"(7:32) 9-N.NOVAK 49 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
2013091508,2013-09-15,1,5,36,PHI,SD,4,2,98,20,"(5:36) 6-A.HENERY 20 YARD FIELD GOAL IS GOOD, NULLIFIED BY PENALTY, CENTER-46-J.DORENBOS, HOLDER-8-D.JONES. PENALTY ON PHI, ILLEGAL FORMATION, 5 YARDS, ENFORCED AT SD 2 - NO PLAY.",FIELD GOAL,IS GOOD,3,1
2013091508,2013-09-15,1,5,33,PHI,SD,4,7,93,25,"(5:33) 6-A.HENERY 25 YARD FIELD GOAL IS GOOD, CENTER-46-J.DORENBOS, HOLDER-8-D.JONES.",FIELD GOAL,IS GOOD,3,1
2013091508,2013-09-15,2,8,6,SD,PHI,4,4,74,44,"(8:06) 9-N.NOVAK 44 YARD FIELD GOAL IS GOOD, CENTER-47-M.WINDT, HOLDER-5-M.SCIFRES.",FIELD GOAL,IS GOOD,3,1
