GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,LengthFG,Description,PlayType,Outcome,OutcomePts,FieldGoalMade,game_id,qtr_remaining_sec,elapsed_sec,kickoff_dt,kick_dt,game_id_wx,Source,DistanceToStation,TimeMeasure,Temperature,DewPoint,Humidity,Precipitation,WindSpeed,WindDirection,Pressure,EstimatedCondition
2013090800,2013-09-08,1,4,51,NE,BUF,4,11,70,48,"(4:51) 3-S.GOSTKOWSKI 48 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1,2013090800,291,609,2013-09-08 13:00:00,2013-09-08 13:10:09,2013090800,Meteostat,7.02,2013-09-08 13:00:00,64.94,46.94,52.0,0.0,11.43,20.0,30.0733,Clear
2013090800,2013-09-08,4,10,52,NE,BUF,4,15,85,33,"(10:52) 3-S.GOSTKOWSKI 33 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1,2013090800,652,2948,2013-09-08 13:00:00,2013-09-08 13:49:08,2013090800,Meteostat,7.02,2013-09-08 14:00:00,64.94,46.94,52.0,0.0,6.96,10.0,30.0733,Clear
2013090800,2013-09-08,4,0,9,NE,BUF,3,13,83,35,"(:09) 3-S.GOSTKOWSKI 35 YARD FIELD GOAL IS GOOD, CENTER-48-D.AIKEN, HOLDER-6-R.ALLEN.",FIELD GOAL,IS GOOD,3,1,2013090800,9,3591,2013-09-08 13:00:00,2013-09-08 13:59:51,2013090800,Meteostat,7.02,2013-09-08 14:00:00,64.94,46.94,52.0,0.0,6.96,10.0,30.0733,Clear
2013090801,2013-09-08,2,9,40,SEA,CAR,4,8,91,27,"(9:40) 4-S.HAUSCHKA 27 YARD FIELD GOAL IS GOOD, CENTER-49-C.GRESHAM, HOLDER-9-J.RYAN.",FIELD GOAL,IS GOOD,3,1,2013090801,580,1220,2013-09-08 13:00:00,2013-09-08 13:20:20,2013090801,Meteostat,8.57,2013-09-08 13:00:00,86.0,60.98,43.0,0.0,8.08,0.0,29.9759,Clear
2013090801,2013-09-08,3,2,26,SEA,CAR,4,15,78,40,"(2:26) 4-S.HAUSCHKA 40 YARD FIELD GOAL IS GOOD, CENTER-49-C.GRESHAM, HOLDER-9-J.RYAN.",FIELD GOAL,IS GOOD,3,1,2013090801,146,2554,2013-09-08 13:00:00,2013-09-08 13:42:34,2013090801,Meteostat,8.57,2013-09-08 14:00:00,84.2,60.62,45.0,0.0,8.08,0.0,29.9641,Clear
2013090802,2013-09-08,2,0,13,CHI,CIN,4,6,60,58,"(:13) (FIELD GOAL FORMATION) 9-R.GOULD 58 YARD FIELD GOAL IS GOOD, CENTER-65-P.MANNELLY, HOLDER-8-A.PODLESH.",FIELD GOAL,IS GOOD,3,1,2013090802,13,1787,2013-09-08 13:00:00,2013-09-08 13:29:47,2013090802,Meteostat,5.41,2013-09-08 13:00:00,75.92,65.84,71.0,0.0,13.86,70.0,29.9966,Clear
2013090803,2013-09-08,1,1,33,MIA,CLE,4,12,73,45,"(1:33) (FIELD GOAL FORMATION) 9-C.STURGIS 45 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1,2013090803,93,807,2013-09-08 13:00:00,2013-09-08 13:13:27,2013090803,Meteostat,0.68,2013-09-08 13:00:00,73.04,63.86,73.0,0.0,17.21,30.0,30.0349,Clear
2013090803,2013-09-08,2,13,42,MIA,CLE,4,14,69,49,"(13:42) (FIELD GOAL FORMATION) 9-C.STURGIS 49 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1,2013090803,822,978,2013-09-08 13:00:00,2013-09-08 13:16:18,2013090803,Meteostat,0.68,2013-09-08 13:00:00,73.04,63.86,73.0,0.0,17.21,30.0,30.0349,Clear
2013090803,2013-09-08,3,3,5,CLE,MIA,4,10,79,39,"(3:05) (FIELD GOAL FORMATION) 8-B.CUNDIFF 39 YARD FIELD GOAL IS GOOD, CENTER-57-C.YOUNT, HOLDER-5-S.LANNING.",FIELD GOAL,IS GOOD,3,1,2013090803,185,2515,2013-09-08 13:00:00,2013-09-08 13:41:55,2013090803,Meteostat,0.68,2013-09-08 14:00:00,71.96,60.8,68.0,0.0,18.33,30.0,30.0497,Clear
2013090803,2013-09-08,4,4,2,MIA,CLE,4,3,82,36,"(4:02) (FIELD GOAL FORMATION) 9-C.STURGIS 36 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1,2013090803,242,3358,2013-09-08 13:00:00,2013-09-08 13:55:58,2013090803,Meteostat,0.68,2013-09-08 14:00:00,71.96,60.8,68.0,0.0,18.33,30.0,30.0497,Clear
2013090804,2013-09-08,1,5,0,DET,MIN,4,5,85,33,"(5:00) 2-D.AKERS 33 YARD FIELD GOAL IS GOOD, CENTER-48-D.MUHLBACH, HOLDER-6-S.MARTIN.",FIELD GOAL,IS GOOD,3,1,2013090804,300,600,2013-09-08 13:00:00,2013-09-08 13:10:00,2013090804,Meteostat,4.04,2013-09-08 13:00:00,69.8,57.02,64.0,0.0,14.98,30.0,30.091,Clear
2013090804,2013-09-08,2,14,52,DET,MIN,4,11,76,42,"(14:52) 2-D.AKERS 42 YARD FIELD GOAL IS GOOD, CENTER-48-D.MUHLBACH, HOLDER-6-S.MARTIN.",FIELD GOAL,IS GOOD,3,1,2013090804,892,908,2013-09-08 13:00:00,2013-09-08 13:15:08,2013090804,Meteostat,4.04,2013-09-08 13:00:00,69.8,57.02,64.0,0.0,14.98,30.0,30.091,Clear
2013090804,2013-09-08,3,6,47,MIN,DET,4,1,66,52,"(6:47) 3-B.WALSH 52 YARD FIELD GOAL IS GOOD, CENTER-46-C.LOEFFLER, HOLDER-12-J.LOCKE.",FIELD GOAL,IS GOOD,3,1,2013090804,407,2293,2013-09-08 13:00:00,2013-09-08 13:38:13,2013090804,Meteostat,4.04,2013-09-08 14:00:00,70.88,53.96,55.0,0.0,18.33,30.0,30.1117,Clear
2013090805,2013-09-08,2,0,4,LV,IND,4,5,70,48,"(:04) 11-S.JANIKOWSKI 48 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS NO GOOD,0,0,2013090805,4,1796,2013-09-08 13:00:00,2013-09-08 13:29:56,2013090805,Meteostat,2.42,2013-09-08 13:00:00,82.04,68.18,63.0,0.0,10.31,220.0,29.967,Clear
2013090805,2013-09-08,3,5,46,LV,IND,4,1,80,38,"(5:46) 11-S.JANIKOWSKI 38 YARD FIELD GOAL IS GOOD, CENTER-59-J.CONDO, HOLDER-7-M.KING.",FIELD GOAL,IS GOOD,3,1,2013090805,346,2354,2013-09-08 13:00:00,2013-09-08 13:39:14,2013090805,Meteostat,2.42,2013-09-08 14:00:00,82.94,60.08,46.0,0.0,9.2,220.0,29.9641,Clear
2013090807,2013-09-08,2,11,6,NYJ,TB,4,11,75,43,"(11:06) 2-N.FOLK 43 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1,2013090807,666,1134,2013-09-08 13:00:00,2013-09-08 13:18:54,2013090807,Meteostat,1.62,2013-09-08 13:00:00,78.98,60.98,54.0,0.0,11.43,350.0,29.8253,Clear
2013090807,2013-09-08,4,5,9,NYJ,TB,4,2,88,30,"(5:09) 2-N.FOLK 30 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1,2013090807,309,3291,2013-09-08 13:00:00,2013-09-08 13:54:51,2013090807,Meteostat,1.62,2013-09-08 14:00:00,80.06,59.18,49.0,0.0,13.86,330.0,29.8253,Clear
2013090807,2013-09-08,4,0,38,TB,NYJ,4,3,81,37,"(:38) 4-R.LINDELL 37 YARD FIELD GOAL IS GOOD, CENTER-48-A.ECONOMOS, HOLDER-9-M.KOENEN.",FIELD GOAL,IS GOOD,3,1,2013090807,38,3562,2013-09-08 13:00:00,2013-09-08 13:59:22,2013090807,Meteostat,1.62,2013-09-08 14:00:00,80.06,59.18,49.0,0.0,13.86,330.0,29.8253,Clear
2013090807,2013-09-08,4,0,15,NYJ,TB,1,10,70,48,"(:15) 2-N.FOLK 48 YARD FIELD GOAL IS GOOD, CENTER-46-T.PURDUM, HOLDER-3-R.MALONE.",FIELD GOAL,IS GOOD,3,1,2013090807,15,3585,2013-09-08 13:00:00,2013-09-08 13:59:45,2013090807,Meteostat,1.62,2013-09-08 14:00:00,80.06,59.18,49.0,0.0,13.86,330.0,29.8253,Clear
2013090808,2013-09-08,1,1,30,ATL,NO,4,5,95,23,"(1:30) 3-M.BRYANT 23 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",FIELD GOAL,IS GOOD,3,1,2013090808,90,810,2013-09-08 13:00:00,2013-09-08 13:13:30,2013090808,Meteostat,17.46,2013-09-08 13:00:00,89.6,69.62,52.0,0.0,11.43,90.0,29.9877,Clear
2013090808,2013-09-08,2,10,58,NO,ATL,4,7,70,48,"(10:58) 5-G.HARTLEY 48 YARD FIELD GOAL IS GOOD, CENTER-47-J.DRESCHER, HOLDER-7-L.MCCOWN.",FIELD GOAL,IS GOOD,3,1,2013090808,658,1142,2013-09-08 13:00:00,2013-09-08 13:19:02,2013090808,Meteostat,17.46,2013-09-08 13:00:00,89.6,69.62,52.0,0.0,11.43,90.0,29.9877,Clear
2013090808,2013-09-08,2,1,50,NO,ATL,4,13,87,31,"(1:50) 5-G.HARTLEY 31 YARD FIELD GOAL IS GOOD, CENTER-47-J.DRESCHER, HOLDER-7-L.MCCOWN.",FIELD GOAL,IS GOOD,3,1,2013090808,110,1690,2013-09-08 13:00:00,2013-09-08 13:28:10,2013090808,Meteostat,17.46,2013-09-08 13:00:00,89.6,69.62,52.0,0.0,11.43,90.0,29.9877,Clear
2013090808,2013-09-08,4,3,16,NO,ATL,4,2,96,22,"(3:16) 5-G.HARTLEY 22 YARD FIELD GOAL IS GOOD, CENTER-47-J.DRESCHER, HOLDER-7-L.MCCOWN.",FIELD GOAL,IS GOOD,3,1,2013090808,196,3404,2013-09-08 13:00:00,2013-09-08 13:56:44,2013090808,Meteostat,17.46,2013-09-08 14:00:00,77.0,71.42,83.0,0.0,11.43,230.0,29.9729,Clear
2013090809,2013-09-08,3,4,33,TEN,PIT,4,4,92,26,"(4:33) (FIELD GOAL FORMATION) 2-R.BIRONAS 26 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1,2013090809,273,2427,2013-09-08 13:00:00,2013-09-08 13:40:27,2013090809,Meteostat,2.3,2013-09-08 14:00:00,77.0,63.86,64.0,0.0,6.96,20.0,29.9966,Clear
2013090809,2013-09-08,4,6,6,TEN,PIT,4,18,74,44,"(6:06) (FIELD GOAL FORMATION) 2-R.BIRONAS 44 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1,2013090809,366,3234,2013-09-08 13:00:00,2013-09-08 13:53:54,2013090809,Meteostat,2.3,2013-09-08 14:00:00,77.0,63.86,64.0,0.0,6.96,20.0,29.9966,Clear
2013090809,2013-09-08,4,3,57,TEN,PIT,4,2,91,27,"(3:57) (FIELD GOAL FORMATION) 2-R.BIRONAS 27 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1,2013090809,237,3363,2013-09-08 13:00:00,2013-09-08 13:56:03,2013090809,Meteostat,2.3,2013-09-08 14:00:00,77.0,63.86,64.0,0.0,6.96,20.0,29.9966,Clear
2013090810,2013-09-08,3,14,0,LA,ARI,4,7,93,25,"(14:00) 4-G.ZUERLEIN 25 YARD FIELD GOAL IS GOOD, CENTER-44-J.MCQUAIDE, HOLDER-6-J.HEKKER.",FIELD GOAL,IS GOOD,3,1,2013090810,840,1860,2013-09-08 13:00:00,2013-09-08 13:31:00,2013090810,Meteostat,2.92,2013-09-08 15:00:00,80.06,73.04,79.0,0.0,6.96,130.0,29.9198,Clear
2013090810,2013-09-08,4,9,7,LA,ARI,4,8,80,38,"(9:07) 4-G.ZUERLEIN 38 YARD FIELD GOAL IS GOOD, CENTER-44-J.MCQUAIDE, HOLDER-6-J.HEKKER.",FIELD GOAL,IS GOOD,3,1,2013090810,547,3053,2013-09-08 13:00:00,2013-09-08 13:50:53,2013090810,Meteostat,2.92,2013-09-08 15:00:00,80.06,73.04,79.0,0.0,6.96,130.0,29.9198,Clear
2013090810,2013-09-08,4,0,45,LA,ARI,4,3,70,48,"(:45) 4-G.ZUERLEIN 48 YARD FIELD GOAL IS GOOD, CENTER-44-J.MCQUAIDE, HOLDER-6-J.HEKKER.",FIELD GOAL,IS GOOD,3,1,2013090810,45,3555,2013-09-08 13:00:00,2013-09-08 13:59:15,2013090810,Meteostat,2.92,2013-09-08 15:00:00,80.06,73.04,79.0,0.0,6.96,130.0,29.9198,Clear
2013090811,2013-09-08,2,1,37,SF,GB,4,6,70,48,"(1:37) 9-P.DAWSON 48 YARD FIELD GOAL IS NO GOOD, WIDE LEFT, CENTER-47-K.MCDERMOTT, HOLDER-4-A.LEE.",FIELD GOAL,IS NO GOOD,0,0,2013090811,97,1703,2013-09-08 13:00:00,2013-09-08 13:28:23,2013090811,Meteostat,4.23,2013-09-08 13:00:00,73.94,55.76,53.0,0.0,11.43,310.0,29.84,Clear
2013090811,2013-09-08,4,14,21,SF,GB,4,9,91,27,"(14:21) 9-P.DAWSON 27 YARD FIELD GOAL IS GOOD, CENTER-47-K.MCDERMOTT, HOLDER-4-A.LEE.",FIELD GOAL,IS GOOD,3,1,2013090811,861,2739,2013-09-08 13:00:00,2013-09-08 13:45:39,2013090811,Meteostat,4.23,2013-09-08 14:00:00,73.04,55.94,55.0,0.0,12.74,300.0,29.8253,Clear
2013090811,2013-09-08,4,0,30,SF,GB,4,4,85,33,"(:30) 9-P.DAWSON 33 YARD FIELD GOAL IS GOOD, CENTER-47-K.MCDERMOTT, HOLDER-4-A.LEE.",FIELD GOAL,IS GOOD,3,1,2013090811,30,3570,2013-09-08 13:00:00,2013-09-08 13:59:30,2013090811,Meteostat,4.23,2013-09-08 14:00:00,73.04,55.94,55.0,0.0,12.74,300.0,29.8253,Clear
2013091500,2013-09-15,2,6,33,LA,ATL,4,5,89,29,"(6:33) 4-G.ZUERLEIN 29 YARD FIELD GOAL IS GOOD, CENTER-44-J.MCQUAIDE, HOLDER-6-J.HEKKER.",FIELD GOAL,IS GOOD,3,1,2013091500,393,1407,2013-09-15 13:00:00,2013-09-15 13:23:27,2013091500,Meteostat,4.41,2013-09-15 13:00:00,77.0,66.02,69.0,0.0,4.72,60.0,30.1413,Clear
2013091500,2013-09-15,2,0,14,ATL,LA,2,15,80,38,"(:14) 3-M.BRYANT 38 YARD FIELD GOAL IS GOOD, CENTER-47-J.HARRIS, HOLDER-5-M.BOSHER.",FIELD GOAL,IS GOOD,3,1,2013091500,14,1786,2013-09-15 13:00:00,2013-09-15 13:29:46,2013091500,Meteostat,4.41,2013-09-15 13:00:00,77.0,66.02,69.0,0.0,4.72,60.0,30.1413,Clear
2013091501,2013-09-15,1,11,12,BAL,CLE,4,7,68,50,"(11:12) (FIELD GOAL FORMATION) 9-J.TUCKER 50 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-46-M.COX, HOLDER-4-S.KOCH.",FIELD GOAL,IS NO GOOD,0,0,2013091501,672,228,2013-09-15 13:00:00,2013-09-15 13:03:48,2013091501,Meteostat,0.31,2013-09-15 13:00:00,75.92,47.84,37.0,0.0,8.08,210.0,30.1974,Clear
2013091501,2013-09-15,1,8,42,CLE,BAL,4,3,97,21,"(8:42) (FIELD GOAL FORMATION) 8-B.CUNDIFF 21 YARD FIELD GOAL IS GOOD, CENTER-57-C.YOUNT, HOLDER-5-S.LANNING.",FIELD GOAL,IS GOOD,3,1,2013091501,522,378,2013-09-15 13:00:00,2013-09-15 13:06:18,2013091501,Meteostat,0.31,2013-09-15 13:00:00,75.92,47.84,37.0,0.0,8.08,210.0,30.1974,Clear
2013091501,2013-09-15,2,0,42,BAL,CLE,4,7,74,44,"(:42) (FIELD GOAL FORMATION) 9-J.TUCKER 44 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-46-M.COX, HOLDER-4-S.KOCH.",FIELD GOAL,IS NO GOOD,0,0,2013091501,42,1758,2013-09-15 13:00:00,2013-09-15 13:29:18,2013091501,Meteostat,0.31,2013-09-15 13:00:00,75.92,47.84,37.0,0.0,8.08,210.0,30.1974,Clear
2013091501,2013-09-15,2,0,11,CLE,BAL,3,7,67,51,"(:11) (FIELD GOAL FORMATION) 8-B.CUNDIFF 51 YARD FIELD GOAL IS GOOD, CENTER-57-C.YOUNT, HOLDER-5-S.LANNING.",FIELD GOAL,IS GOOD,3,1,2013091501,11,1789,2013-09-15 13:00:00,2013-09-15 13:29:49,2013091501,Meteostat,0.31,2013-09-15 13:00:00,75.92,47.84,37.0,0.0,8.08,210.0,30.1974,Clear
2013091502,2013-09-15,1,8,15,BUF,CAR,4,8,76,42,"(8:15) 2-D.CARPENTER 42 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-65-G.SANBORN, HOLDER-6-S.POWELL.",FIELD GOAL,IS NO GOOD,0,0,2013091502,495,405,2013-09-15 13:00:00,2013-09-15 13:06:45,2013091502,Meteostat,7.02,2013-09-15 13:00:00,64.94,49.82,58.0,0.0,13.86,220.0,30.1147,Clear
2013091502,2013-09-15,2,10,46,BUF,CAR,4,5,63,55,"(10:46) 2-D.CARPENTER 55 YARD FIELD GOAL IS GOOD, CENTER-65-G.SANBORN, HOLDER-6-S.POWELL.",FIELD GOAL,IS GOOD,3,1,2013091502,646,1154,2013-09-15 13:00:00,2013-09-15 13:19:14,2013091502,Meteostat,7.02,2013-09-15 13:00:00,64.94,49.82,58.0,0.0,13.86,220.0,30.1147,Clear
2013091502,2013-09-15,3,10,52,BUF,CAR,4,2,98,20,"(10:52) 2-D.CARPENTER 20 YARD FIELD GOAL IS GOOD, CENTER-65-G.SANBORN, HOLDER-6-S.POWELL.",FIELD GOAL,IS GOOD,3,1,2013091502,652,2048,2013-09-15 13:00:00,2013-09-15 13:34:08,2013091502,Meteostat,7.02,2013-09-15 14:00:00,64.94,48.92,56.0,0.0,10.31,220.0,30.0999,Clear
2013091502,2013-09-15,4,12,47,CAR,BUF,4,9,91,27,"(12:47) 9-G.GANO 27 YARD FIELD GOAL IS GOOD, CENTER-44-J.JANSEN, HOLDER-8-B.NORTMAN.",FIELD GOAL,IS GOOD,3,1,2013091502,767,2833,2013-09-15 13:00:00,2013-09-15 13:47:13,2013091502,Meteostat,7.02,2013-09-15 14:00:00,64.94,48.92,56.0,0.0,10.31,220.0,30.0999,Clear
2013091502,2013-09-15,4,8,44,CAR,BUF,4,5,93,25,"(8:44) 9-G.GANO 25 YARD FIELD GOAL IS GOOD, CENTER-44-J.JANSEN, HOLDER-8-B.NORTMAN.",FIELD GOAL,IS GOOD,3,1,2013091502,524,3076,2013-09-15 13:00:00,2013-09-15 13:51:16,2013091502,Meteostat,7.02,2013-09-15 14:00:00,64.94,48.92,56.0,0.0,10.31,220.0,30.0999,Clear
2013091502,2013-09-15,4,7,18,BUF,CAR,4,6,70,48,"(7:18) 2-D.CARPENTER 48 YARD FIELD GOAL IS GOOD, CENTER-65-G.SANBORN, HOLDER-6-S.POWELL.",FIELD GOAL,IS GOOD,3,1,2013091502,438,3162,2013-09-15 13:00:00,2013-09-15 13:52:42,2013091502,Meteostat,7.02,2013-09-15 14:00:00,64.94,48.92,56.0,0.0,10.31,220.0,30.0999,Clear
2013091502,2013-09-15,4,1,42,CAR,BUF,4,1,79,39,"(1:42) 9-G.GANO 39 YARD FIELD GOAL IS GOOD, CENTER-44-J.JANSEN, HOLDER-8-B.NORTMAN.",FIELD GOAL,IS GOOD,3,1,2013091502,102,3498,2013-09-15 13:00:00,2013-09-15 13:58:18,2013091502,Meteostat,7.02,2013-09-15 14:00:00,64.94,48.92,56.0,0.0,10.31,220.0,30.0999,Clear
2013091503,2013-09-15,2,0,2,CHI,MIN,4,2,98,20,"(:02) (FIELD GOAL FORMATION) 9-R.GOULD 20 YARD FIELD GOAL IS GOOD, CENTER-65-P.MANNELLY, HOLDER-8-A.PODLESH.",FIELD GOAL,IS GOOD,3,1,2013091503,2,1798,2013-09-15 13:00:00,2013-09-15 13:29:58,2013091503,Meteostat,5.41,2013-09-15 13:00:00,60.98,53.06,75.0,0.012,3.36,170.0,30.0143,Light Rain
2013091503,2013-09-15,3,2,36,MIN,CHI,4,6,90,28,"(2:36) (FIELD GOAL FORMATION) 3-B.WALSH 28 YARD FIELD GOAL IS GOOD, CENTER-46-C.LOEFFLER, HOLDER-12-J.LOCKE.",FIELD GOAL,IS GOOD,3,1,2013091503,156,2544,2013-09-15 13:00:00,2013-09-15 13:42:24,2013091503,Meteostat,5.41,2013-09-15 14:00:00,62.06,52.88,72.0,0.012,0.0,,29.9966,Light Rain
2013091503,2013-09-15,4,8,8,MIN,CHI,4,5,91,28,"(8:08) (FIELD GOAL FORMATION) 3-B.WALSH 28 YARD FIELD GOAL IS GOOD, CENTER-46-C.LOEFFLER, HOLDER-12-J.LOCKE.",FIELD GOAL,IS GOOD,3,1,2013091503,488,3112,2013-09-15 13:00:00,2013-09-15 13:51:52,2013091503,Meteostat,5.41,2013-09-15 14:00:00,62.06,52.88,72.0,0.012,0.0,,29.9966,Light Rain
2013091503,2013-09-15,4,3,17,MIN,CHI,4,4,96,22,"(3:17) (FIELD GOAL FORMATION) 3-B.WALSH 22 YARD FIELD GOAL IS GOOD, CENTER-46-C.LOEFFLER, HOLDER-12-J.LOCKE.",FIELD GOAL,IS GOOD,3,1,2013091503,197,3403,2013-09-15 13:00:00,2013-09-15 13:56:43,2013091503,Meteostat,5.41,2013-09-15 14:00:00,62.06,52.88,72.0,0.012,0.0,,29.9966,Light Rain
2013091504,2013-09-15,1,8,5,GB,WAS,4,10,90,28,"(8:05) 2-M.CROSBY 28 YARD FIELD GOAL IS GOOD, CENTER-61-B.GOODE, HOLDER-8-T.MASTHAY.",FIELD GOAL,IS GOOD,3,1,2013091504,485,415,2013-09-15 13:00:00,2013-09-15 13:06:55,2013091504,Meteostat,2.3,2013-09-15 13:00:00,59.0,56.12,90.0,0.071,3.36,10.0,30.0556,Light Rain
2013091504,2013-09-15,3,10,13,WAS,GB,4,6,68,50,"(10:13) 1-J.POTTER 50 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-57-N.SUNDBERG, HOLDER-6-S.ROCCA.",FIELD GOAL,IS NO GOOD,0,0,2013091504,613,2087,2013-09-15 13:00:00,2013-09-15 13:34:47,2013091504,Meteostat,2.3,2013-09-15 14:00:00,62.06,55.04,78.0,0.0,3.36,50.0,30.0556,Clear
2013091505,2013-09-15,1,2,0,HOU,TEN,4,2,68,50,"(2:00) 4-R.BULLOCK 50 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS NO GOOD,0,0,2013091505,120,780,2013-09-15 13:00:00,2013-09-15 13:13:00,2013091505,Meteostat,8.08,2013-09-15 13:00:00,81.32,74.12,79.0,0.059,4.72,40.0,29.9966,Light Rain
2013091505,2013-09-15,2,9,27,HOU,TEN,4,2,69,50,"(9:27) 4-R.BULLOCK 50 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS NO GOOD,0,0,2013091505,567,1233,2013-09-15 13:00:00,2013-09-15 13:20:33,2013091505,Meteostat,8.08,2013-09-15 13:00:00,81.32,74.12,79.0,0.059,4.72,40.0,29.9966,Light Rain
2013091505,2013-09-15,2,4,47,TEN,HOU,4,3,70,48,"(4:47) 2-R.BIRONAS 48 YARD FIELD GOAL IS NO GOOD, WIDE RIGHT, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS NO GOOD,0,0,2013091505,287,1513,2013-09-15 13:00:00,2013-09-15 13:25:13,2013091505,Meteostat,8.08,2013-09-15 13:00:00,81.32,74.12,79.0,0.059,4.72,40.0,29.9966,Light Rain
2013091505,2013-09-15,2,0,4,TEN,HOU,4,16,71,47,"(:04) 2-R.BIRONAS 47 YARD FIELD GOAL IS GOOD, CENTER-48-B.BRINKLEY, HOLDER-6-B.KERN.",FIELD GOAL,IS GOOD,3,1,2013091505,4,1796,2013-09-15 13:00:00,2013-09-15 13:29:56,2013091505,Meteostat,8.08,2013-09-15 13:00:00,81.32,74.12,79.0,0.059,4.72,40.0,29.9966,Light Rain
2013091505,2013-09-15,4,0,5,HOU,TEN,4,9,67,51,"(:05) 4-R.BULLOCK 51 YARD FIELD GOAL IS BLOCKED (33-M.GRIFFIN), CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER. PENALTY ON TEN-33-M.GRIFFIN, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT TEN 33 - NO PLAY.",FIELD GOAL,BLOCKED,0,0,2013091505,5,3595,2013-09-15 13:00:00,2013-09-15 13:59:55,2013091505,Meteostat,8.08,2013-09-15 14:00:00,88.34,73.22,61.0,0.0,8.08,80.0,29.9759,Clear
2013091505,2013-09-15,4,0,0,HOU,TEN,4,4,72,46,"(:00) 4-R.BULLOCK 46 YARD FIELD GOAL IS NO GOOD, HIT LEFT UPRIGHT, CENTER-46-J.WEEKS, HOLDER-9-S.LECHLER.",FIELD GOAL,IS NO GOOD,0,0,2013091505,0,3600,2013-09-15 13:00:00,2013-09-15 14:00:00,2013091505,Meteostat,8.08,2013-09-15 14:00:00,88.34,73.22,61.0,0.0,8.08,80.0,29.9759,Clear
2013091506,2013-09-15,1,12,7,IND,MIA,4,1,66,52,"(12:07) 4-A.VINATIERI 52 YARD FIELD GOAL IS NO GOOD, HIT LEFT UPRIGHT, CENTER-45-M.OVERTON, HOLDER-1-P.MCAFEE.",FIELD GOAL,IS NO GOOD,0,0,2013091506,727,173,2013-09-15 13:00:00,2013-09-15 13:02:53,2013091506,Meteostat,2.42,2013-09-15 13:00:00,71.06,48.02,44.0,0.0,9.2,180.0,30.0733,Clear
2013091506,2013-09-15,1,4,12,IND,MIA,4,8,88,30,"(4:12) 4-A.VINATIERI 30 YARD FIELD GOAL IS GOOD, CENTER-45-M.OVERTON, HOLDER-1-P.MCAFEE.",FIELD GOAL,IS GOOD,3,1,2013091506,252,648,2013-09-15 13:00:00,2013-09-15 13:10:48,2013091506,Meteostat,2.42,2013-09-15 13:00:00,71.06,48.02,44.0,0.0,9.2,180.0,30.0733,Clear
2013091506,2013-09-15,2,0,2,MIA,IND,4,2,64,54,"(:02) 9-C.STURGIS 54 YARD FIELD GOAL IS GOOD, CENTER-92-J.DENNEY, HOLDER-2-B.FIELDS.",FIELD GOAL,IS GOOD,3,1,2013091506,2,1798,2013-09-15 13:00:00,2013-09-15 13:29:58,2013091506,Meteostat,2.42,2013-09-15 13:00:00,71.06,48.02,44.0,0.0,9.2,180.0,30.0733,Clear
