name,TSID,turn_in_leg,pbt_start,n_throws,triple_seq,n_success,wonprevious
Simon Whitlock,92,3,181,1,0,0,0
Simon Whitlock,93,1,501,3,0 0 0,0,1
Simon Whitlock,93,2,441,3,0 0 0,0,1
Simon Whitlock,93,3,399,3,0 0 0,0,1
Simon Whitlock,93,4,340,3,0 0 0,0,1
Simon Whitlock,94,1,501,3,1 0 0,1,0
Simon Whitlock,94,2,402,3,0 1 1,2,0
Simon Whitlock,94,3,268,3,0 0 0,0,0
Simon Whitlock,94,4,210,1,1,1,0
Simon Whitlock,95,1,501,3,1 0 1,2,0
Simon Whitlock,95,2,361,3,0 1 1,2,0
Simon Whitlock,95,3,221,3,0 0 1,1,0
Simon Whitlock,96,1,501,3,1 1 0,2,1
Simon Whitlock,96,2,378,3,0 0 0,0,1
Simon Whitlock,96,3,318,3,0 0 1,1,1
Simon Whitlock,96,4,236,3,0 0 1,1,1
Simon Whitlock,97,1,501,3,0 1 0,1,0
Simon Whitlock,97,2,424,3,1 0 0,1,0
Simon Whitlock,97,3,324,3,0 1 1,2,0
Simon Whitlock,97,4,184,1,0,0,0
Simon Whitlock,98,1,501,3,0 0 0,0,0
Simon Whitlock,98,2,461,3,1 0 0,1,0
Simon Whitlock,98,3,361,3,0 0 1,1,0
Simon Whitlock,98,4,261,3,0 1 1,2,0
Simon Whitlock,99,1,501,3,1 1 0,2,1
Simon Whitlock,99,2,361,3,0 0 0,0,1
Simon Whitlock,99,3,302,3,1 0 0,1,1
Simon Whitlock,99,4,204,1,1,1,1
Simon Whitlock,100,1,501,3,0 0 0,0,1
Simon Whitlock,100,2,446,3,0 0 1,1,1
Simon Whitlock,100,3,364,3,0 0 0,0,1
Simon Whitlock,100,4,308,3,0 1 1,2,1
Simon Whitlock,101,1,501,3,1 0 0,1,0
Simon Whitlock,101,2,406,3,0 0 0,0,0
Simon Whitlock,101,3,347,3,1 1 0,2,0
Simon Whitlock,101,4,208,2,0 1,1,0
Simon Whitlock,102,1,501,3,0 1 0,1,1
Simon Whitlock,102,2,401,3,1 1 1,3,1
Simon Whitlock,102,3,221,3,0 0 0,0,1
Simon Whitlock,103,1,501,3,1 0 1,2,0
Simon Whitlock,103,2,361,3,1 1 1,3,0
Simon Whitlock,103,3,181,1,1,1,0
Simon Whitlock,104,1,501,3,0 0 1,1,1
Simon Whitlock,104,2,421,3,1 1 1,3,1
Simon Whitlock,104,3,241,2,1 1,2,1
Simon Whitlock,105,1,501,3,0 0 1,1,0
Simon Whitlock,105,2,420,3,0 0 1,1,0
Simon Whitlock,105,3,343,3,1 0 0,1,0
Simon Whitlock,105,4,244,3,0 0 0,0,0
Simon Whitlock,105,5,186,1,0,0,0
Simon Whitlock,106,1,501,3,0 0 0,0,1
Simon Whitlock,106,2,442,3,0 0 0,0,1
Simon Whitlock,106,3,383,3,1 1 0,2,1
Simon Whitlock,106,4,243,3,0 0 0,0,1
Simon Whitlock,106,5,200,2,0 0,0,1
Simon Whitlock,107,1,501,3,0 0 0,0,0
Simon Whitlock,107,2,460,3,1 0 0,1,0
Simon Whitlock,107,3,360,3,0 0 0,0,0
Simon Whitlock,107,4,304,3,1 0 1,2,0
Simon Whitlock,108,1,501,3,1 1 0,2,1
Simon Whitlock,108,2,361,3,1 0 0,1,1
Simon Whitlock,108,3,262,3,0 0 0,0,1
Simon Whitlock,108,4,206,1,1,1,1
Simon Whitlock,109,1,501,3,1 1 1,3,1
Simon Whitlock,109,2,321,3,0 1 1,2,1
Simon Whitlock,109,3,184,1,0,0,1
Simon Whitlock,110,1,501,3,0 0 0,0,1
Simon Whitlock,110,2,456,3,0 0 0,0,1
Simon Whitlock,110,3,396,3,1 0 0,1,1
Simon Whitlock,110,4,296,3,0 1 1,2,1
Simon Whitlock,111,1,501,3,0 1 0,1,0
Simon Whitlock,111,2,440,3,0 1 1,2,0
Simon Whitlock,111,3,306,3,1 0 0,1,0
Simon Whitlock,111,4,210,2,0 1,1,0
Simon Whitlock,112,1,501,3,0 0 0,0,1
Simon Whitlock,112,2,441,3,0 0 0,0,1
Simon Whitlock,112,3,384,3,0 0 0,0,1
Simon Whitlock,112,4,324,3,1 0 1,2,1
Simon Whitlock,112,5,184,1,0,0,1
Simon Whitlock,113,1,501,3,0 0 1,1,0
Simon Whitlock,113,2,440,3,1 1 0,2,0
Simon Whitlock,113,3,300,3,0 0 1,1,0
Simon Whitlock,113,4,206,2,0 1,1,0
Simon Whitlock,114,1,501,3,0 0 0,0,0
Simon Whitlock,114,2,460,3,1 0 1,2,0
Simon Whitlock,114,3,320,3,0 0 1,1,0
Simon Whitlock,114,4,224,2,0 1,1,0
Simon Whitlock,115,1,501,3,0 1 0,1,0
Simon Whitlock,115,2,406,3,0 0 0,0,0
Simon Whitlock,115,3,348,3,1 1 0,2,0
Simon Whitlock,115,4,208,1,1,1,0
Simon Whitlock,116,1,501,3,0 0 0,0,1
Simon Whitlock,116,2,452,3,0 0 0,0,1
Simon Whitlock,116,3,395,3,0 0 1,1,1
Simon Whitlock,116,4,302,3,0 0 0,0,1
Simon Whitlock,117,1,501,3,0 1 0,1,0
Simon Whitlock,117,2,401,3,0 0 0,0,0
Simon Whitlock,117,3,363,3,1 1 1,3,0
Simon Whitlock,117,4,183,1,0,0,0
Simon Whitlock,118,1,501,3,0 1 0,1,1
Simon Whitlock,118,2,405,3,1 1 1,3,1
Simon Whitlock,118,3,225,2,0 1,1,1
Simon Whitlock,119,1,501,3,1 1 0,2,1
Simon Whitlock,119,2,361,3,0 0 0,0,1
Simon Whitlock,119,3,333,3,1 1 0,2,1
Simon Whitlock,119,4,193,1,0,0,1
Simon Whitlock,120,1,501,3,1 0 0,1,0
Simon Whitlock,120,2,401,3,1 1 0,2,0
Simon Whitlock,120,3,261,3,0 1 0,1,0
Simon Whitlock,120,4,180,1,0,0,0
Simon Whitlock,121,1,501,3,0 0 0,0,0
Simon Whitlock,121,2,442,3,0 0 1,1,0
Simon Whitlock,121,3,364,3,0 1 0,1,0
Simon Whitlock,121,4,264,3,1 0 1,2,0
Simon Whitlock,122,1,501,3,0 1 0,1,0
Simon Whitlock,122,2,421,3,0 0 0,0,0
Simon Whitlock,122,3,363,3,0 1 0,1,0
Simon Whitlock,122,4,263,3,0 0 1,1,0
Simon Whitlock,123,1,501,3,1 0 1,2,1
Simon Whitlock,123,2,361,3,1 1 0,2,1
Simon Whitlock,123,3,226,3,0 0 0,0,1
Simon Whitlock,124,1,501,3,0 0 0,0,1
Simon Whitlock,124,2,441,3,0 1 1,2,1
Simon Whitlock,124,3,307,3,0 0 0,0,1
Simon Whitlock,124,4,248,2,1 1,2,1
Simon Whitlock,125,1,501,3,0 0 0,0,0
Simon Whitlock,125,2,441,3,0 0 1,1,0
Simon Whitlock,125,3,341,3,0 0 0,0,0
Simon Whitlock,125,4,284,3,0 0 1,1,0
Simon Whitlock,125,5,188,1,0,0,0
Simon Whitlock,126,1,501,3,0 1 1,2,0
Simon Whitlock,126,2,367,3,0 0 1,1,0
Simon Whitlock,126,3,282,3,0 0 0,0,0
Simon Whitlock,126,4,222,1,1,1,0
Simon Whitlock,127,1,501,3,1 1 0,2,1
Simon Whitlock,127,2,361,3,0 1 0,1,1
Simon Whitlock,127,3,261,3,1 0 1,2,1
Simon Whitlock,128,1,501,3,1 1 1,3,0
Simon Whitlock,128,2,321,3,0 0 0,0,0
Simon Whitlock,128,3,276,3,1 0 0,1,0
Simon Whitlock,129,1,501,3,0 1 1,2,1
Simon Whitlock,129,2,361,3,1 0 0,1,1
Simon Whitlock,129,3,261,3,0 0 1,1,1
Simon Whitlock,130,1,501,3,0 0 1,1,1
Simon Whitlock,130,2,401,3,0 0 0,0,1
Simon Whitlock,130,3,341,3,0 0 1,1,1
Simon Whitlock,130,4,242,2,1 1,2,1
Simon Whitlock,131,1,501,3,1 0 1,2,1
Simon Whitlock,131,2,361,3,0 0 0,0,1
Simon Whitlock,131,3,304,3,1 1 1,3,1
Simon Whitlock,132,1,501,3,1 1 1,3,1
Simon Whitlock,132,2,321,3,1 1 1,3,1
Simon Whitlock,133,1,501,3,0 0 1,1,0
Simon Whitlock,133,2,434,3,1 0 0,1,0
Simon Whitlock,133,3,335,3,0 0 0,0,0
Simon Whitlock,133,4,280,3,1 0 1,2,0
Simon Whitlock,134,1,501,3,0 0 0,0,0
Simon Whitlock,134,2,444,3,0 1 1,2,0
Simon Whitlock,134,3,304,3,1 1 1,3,0
Simon Whitlock,135,1,501,3,0 0 1,1,0
Simon Whitlock,135,2,404,3,0 0 0,0,0
Simon Whitlock,135,3,344,3,0 1 1,2,0
Simon Whitlock,135,4,229,1,1,1,0
Simon Whitlock,136,1,501,3,0 1 1,2,1
Simon Whitlock,136,2,367,3,1 1 0,2,1
Simon Whitlock,136,3,228,2,0 1,1,1
Simon Whitlock,137,1,501,3,0 0 0,0,0
Simon Whitlock,137,2,442,3,0 1 0,1,0
Simon Whitlock,137,3,347,3,1 0 1,2,0
Simon Whitlock,137,4,207,2,0 1,1,0
Simon Whitlock,138,1,501,3,0 0 0,0,1
Simon Whitlock,138,2,444,3,0 0 0,0,1
Simon Whitlock,138,3,386,3,1 1 0,2,1
Simon Whitlock,138,4,246,3,0 0 0,0,1
Simon Whitlock,138,5,190,1,1,1,1
Simon Whitlock,139,1,501,3,0 0 0,0,0
Simon Whitlock,139,2,441,3,1 1 0,2,0
Simon Whitlock,139,3,301,3,0 0 1,1,0
Simon Whitlock,139,4,201,2,0 1,1,0
Simon Whitlock,140,1,501,3,0 1 0,1,1
Simon Whitlock,140,2,401,3,1 1 0,2,1
Simon Whitlock,140,3,261,3,0 0 1,1,1
Simon Whitlock,141,1,501,3,0 0 0,0,1
Simon Whitlock,141,2,442,3,0 1 1,2,1
Simon Whitlock,141,3,302,3,0 1 0,1,1
Simon Whitlock,141,4,218,2,0 0,0,1
Simon Whitlock,142,1,501,3,1 1 0,2,1
Simon Whitlock,142,2,376,3,0 0 0,0,1
Simon Whitlock,142,3,318,3,0 0 0,0,1
Simon Whitlock,142,4,258,2,1 1,2,1
Simon Whitlock,143,1,501,3,0 0 1,1,0
Simon Whitlock,143,2,408,3,0 0 1,1,0
Simon Whitlock,143,3,324,3,0 1 0,1,0
Simon Whitlock,143,4,224,3,0 0 0,0,0
Simon Whitlock,144,1,501,3,0 0 1,1,0
Simon Whitlock,144,2,420,3,1 1 1,3,0
Simon Whitlock,144,3,240,2,0 1,1,0
Simon Whitlock,145,1,501,3,0 1 0,1,1
Simon Whitlock,145,2,401,3,0 1 1,2,1
Simon Whitlock,145,3,267,3,1 0 1,2,1
Simon Whitlock,146,1,501,3,0 0 0,0,0
Simon Whitlock,146,2,442,3,1 1 1,3,0
Simon Whitlock,146,3,262,3,0 0 1,1,0
Simon Whitlock,146,4,184,1,1,1,0
Simon Whitlock,147,1,501,3,0 1 1,2,0
Simon Whitlock,147,2,373,3,0 0 0,0,0
Simon Whitlock,147,3,313,3,0 0 1,1,0
Simon Whitlock,147,4,216,1,1,1,0
Simon Whitlock,148,1,501,3,1 1 1,3,1
Simon Whitlock,148,2,321,3,0 1 1,2,1
Simon Whitlock,148,3,181,1,0,0,1
Simon Whitlock,149,1,501,3,1 1 1,3,0
Simon Whitlock,149,2,321,3,0 1 1,2,0
Simon Whitlock,149,3,181,1,0,0,0
Simon Whitlock,150,1,501,3,1 0 1,2,1
Simon Whitlock,150,2,361,3,0 0 1,1,1
Simon Whitlock,150,3,279,3,0 0 1,1,1
Simon Whitlock,150,4,182,1,0,0,1
Simon Whitlock,151,1,501,3,1 1 1,3,1
Simon Whitlock,151,2,321,3,1 1 1,3,1
Simon Whitlock,152,1,501,3,0 0 0,0,0
Simon Whitlock,152,2,443,3,0 0 0,0,0
Simon Whitlock,152,3,385,3,0 0 0,0,0
Simon Whitlock,152,4,342,3,1 0 0,1,0
Simon Whitlock,152,5,257,2,0 1,1,0
Simon Whitlock,153,1,501,3,1 1 1,3,0
Simon Whitlock,153,2,321,3,0 1 0,1,0
Simon Whitlock,153,3,226,3,0 0 1,1,0
Simon Whitlock,154,1,501,3,0 1 1,2,1
Simon Whitlock,154,2,361,3,0 0 1,1,1
Simon Whitlock,154,3,269,3,0 0 1,1,1
Simon Whitlock,155,1,501,3,1 0 0,1,1
Simon Whitlock,155,2,401,3,0 1 0,1,1
Simon Whitlock,155,3,305,3,1 1 1,3,1
Simon Whitlock,156,1,501,3,0 0 1,1,0
Simon Whitlock,156,2,408,3,0 0 0,0,0
Simon Whitlock,156,3,364,3,1 0 1,2,0
Simon Whitlock,156,4,224,3,0 0 0,0,0
Simon Whitlock,157,1,501,3,1 0 1,2,0
Simon Whitlock,157,2,361,3,0 0 1,1,0
Simon Whitlock,157,3,270,3,0 0 0,0,0
Simon Whitlock,157,4,210,2,0 0,0,0
Simon Whitlock,158,1,501,3,0 0 0,0,0
Simon Whitlock,158,2,443,3,0 1 0,1,0
Simon Whitlock,158,3,343,3,0 0 0,0,0
Simon Whitlock,158,4,296,3,0 0 1,1,0
Simon Whitlock,158,5,196,1,1,1,0
Simon Whitlock,159,1,501,3,0 1 1,2,0
Simon Whitlock,159,2,386,3,1 0 1,2,0
Simon Whitlock,159,3,246,3,0 0 0,0,0
Simon Whitlock,159,4,200,2,0 0,0,0
Simon Whitlock,160,1,501,3,0 0 1,1,0
Simon Whitlock,160,2,401,3,0 0 0,0,0
Simon Whitlock,160,3,343,3,0 0 0,0,0
Simon Whitlock,160,4,284,3,0 0 0,0,0
Simon Whitlock,160,5,226,3,0 0 0,0,0
Simon Whitlock,161,1,501,3,1 1 1,3,0
Simon Whitlock,161,2,321,3,0 0 1,1,0
Simon Whitlock,161,3,224,1,1,1,0
Simon Whitlock,162,1,501,3,0 0 0,0,1
Simon Whitlock,162,2,453,3,0 1 1,2,1
Simon Whitlock,162,3,319,3,1 0 0,1,1
Simon Whitlock,162,4,219,1,1,1,1
Simon Whitlock,163,1,501,3,0 0 0,0,0
Simon Whitlock,163,2,442,3,0 0 0,0,0
Simon Whitlock,163,3,385,3,0 0 0,0,0
Simon Whitlock,163,4,325,3,1 0 1,2,0
Simon Whitlock,163,5,185,1,0,0,0
Simon Whitlock,164,1,501,3,0 0 0,0,0
Simon Whitlock,164,2,441,3,0 1 0,1,0
Simon Whitlock,164,3,345,3,0 1 0,1,0
Simon Whitlock,164,4,245,3,0 0 0,0,0
Simon Whitlock,164,5,186,1,1,1,0
Simon Whitlock,165,1,501,3,0 1 1,2,0
Simon Whitlock,165,2,367,3,0 1 0,1,0
Simon Whitlock,165,3,268,3,0 1 1,2,0
Simon Whitlock,166,1,501,3,0 1 1,2,1
Simon Whitlock,166,2,382,3,1 0 0,1,1
Simon Whitlock,166,3,282,3,0 0 0,0,1
Simon Whitlock,166,4,225,3,0 0 1,1,1
Simon Whitlock,167,1,501,3,0 0 1,1,0
Simon Whitlock,167,2,408,3,0 0 0,0,0
Simon Whitlock,167,3,350,3,0 1 1,2,0
Simon Whitlock,167,4,216,2,0 0,0,0
Simon Whitlock,168,1,501,3,1 0 0,1,0
Simon Whitlock,168,2,416,3,0 0 0,0,0
Simon Whitlock,168,3,358,3,0 0 0,0,0
Simon Whitlock,168,4,300,3,0 0 0,0,0
Simon Whitlock,168,5,257,2,1 1,2,0
Simon Whitlock,169,1,501,3,0 0 0,0,1
Simon Whitlock,169,2,456,3,0 0 0,0,1
Simon Whitlock,169,3,399,3,0 1 0,1,1
Simon Whitlock,169,4,314,3,1 1 0,2,1
Simon Whitlock,170,1,501,3,0 0 0,0,1
Simon Whitlock,170,2,441,3,1 0 0,1,1
Simon Whitlock,170,3,341,3,0 0 0,0,1
Simon Whitlock,170,4,298,3,0 0 1,1,1
Simon Whitlock,170,5,220,3,0 0 0,0,1
Simon Whitlock,171,1,501,3,0 0 0,0,1
Simon Whitlock,171,2,441,3,0 0 0,0,1
Simon Whitlock,171,3,384,3,0 0 1,1,1
Simon Whitlock,171,4,302,3,0 0 0,0,1
Simon Whitlock,171,5,242,2,1 0,1,1
Simon Whitlock,172,1,501,3,0 0 0,0,1
Simon Whitlock,172,2,442,3,1 0 1,2,1
Simon Whitlock,172,3,302,3,0 0 1,1,1
Simon Whitlock,172,4,208,2,0 0,0,1
Simon Whitlock,173,1,501,3,1 0 1,2,0
Simon Whitlock,173,2,361,3,0 0 0,0,0
Simon Whitlock,173,3,304,3,1 0 0,1,0
Simon Whitlock,173,4,204,1,1,1,0
Simon Whitlock,174,1,501,3,0 0 0,0,1
Simon Whitlock,174,2,444,3,1 0 1,2,1
Simon Whitlock,174,3,304,3,0 1 0,1,1
Simon Whitlock,174,4,219,1,1,1,1
Simon Whitlock,175,1,501,3,1 1 1,3,0
Simon Whitlock,175,2,321,3,1 0 0,1,0
Simon Whitlock,175,3,222,3,0 0 0,0,0
Simon Whitlock,176,1,501,3,0 1 1,2,0
Simon Whitlock,176,2,361,3,1 1 0,2,0
Simon Whitlock,176,3,240,2,1 1,2,0
Simon Whitlock,177,1,501,3,1 1 1,3,1
Simon Whitlock,177,2,321,3,0 1 0,1,1
Simon Whitlock,177,3,225,3,0 0 0,0,1
Simon Whitlock,178,1,501,3,0 0 0,0,0
Simon Whitlock,178,2,441,3,1 0 0,1,0
Simon Whitlock,178,3,344,3,1 0 1,2,0
Simon Whitlock,178,4,204,2,0 0,0,0
Simon Whitlock,179,1,501,3,0 0 0,0,0
Simon Whitlock,179,2,442,3,1 1 0,2,0
Simon Whitlock,179,3,302,3,1 1 1,3,0
Simon Whitlock,180,1,501,3,1 0 0,1,1
Simon Whitlock,180,2,401,3,1 0 1,2,1
Simon Whitlock,180,3,264,3,1 0 0,1,1
Simon Whitlock,181,1,501,3,0 0 0,0,1
Simon Whitlock,181,2,442,3,0 0 0,0,1
Simon Whitlock,181,3,382,3,0 0 0,0,1
Simon Whitlock,181,4,323,3,1 0 0,1,1
Simon Whitlock,181,5,223,3,0 0 0,0,1
Simon Whitlock,182,1,501,3,1 1 1,3,0
Simon Whitlock,182,2,321,3,0 0 1,1,0
Simon Whitlock,182,3,221,3,0 0 1,1,0
Simon Whitlock,183,1,501,3,0 0 1,1,1
Simon Whitlock,183,2,404,3,0 1 0,1,1
Simon Whitlock,183,3,304,3,1 1 1,3,1
Simon Whitlock,184,1,501,3,0 1 0,1,1
Simon Whitlock,184,2,405,3,0 0 1,1,1
Simon Whitlock,184,3,321,3,1 1 1,3,1
Simon Whitlock,185,1,501,3,0 0 0,0,0
Simon Whitlock,185,2,443,3,1 0 1,2,0
Simon Whitlock,185,3,303,3,0 0 0,0,0
Simon Whitlock,185,4,246,2,0 1,1,0
Simon Whitlock,186,1,501,3,1 0 0,1,0
Simon Whitlock,186,2,401,3,0 0 1,1,0
Simon Whitlock,186,3,305,3,1 0 0,1,0
Simon Whitlock,186,4,214,2,0 0,0,0
Simon Whitlock,187,1,501,3,0 1 0,1,0
Simon Whitlock,187,2,437,3,0 0 1,1,0
Simon Whitlock,187,3,337,3,1 1 0,2,0
Simon Whitlock,187,4,217,2,0 0,0,0
Simon Whitlock,188,1,501,3,0 1 1,2,0
Simon Whitlock,188,2,367,3,0 0 0,0,0
Simon Whitlock,188,3,326,3,0 0 1,1,0
Simon Whitlock,188,4,226,1,1,1,0
Simon Whitlock,189,1,501,3,0 0 0,0,0
Simon Whitlock,189,2,444,3,0 1 1,2,0
Simon Whitlock,189,3,310,3,0 1 0,1,0
Simon Whitlock,189,4,210,2,0 0,0,0
Simon Whitlock,190,1,501,3,1 1 0,2,0
Simon Whitlock,190,2,381,3,1 0 1,2,0
Simon Whitlock,190,3,241,3,0 0 1,1,0
Simon Whitlock,191,1,501,3,1 1 1,3,1
Simon Whitlock,191,2,321,3,1 1 0,2,1
Simon Whitlock,191,3,181,1,1,1,1
Simon Whitlock,192,1,501,3,1 0 0,1,1
Simon Whitlock,192,2,401,3,1 1 1,3,1
Simon Whitlock,192,3,221,1,1,1,1
Simon Whitlock,193,1,501,3,1 1 1,3,1
Simon Whitlock,193,2,321,3,1 1 1,3,1
Simon Whitlock,194,1,501,3,1 0 1,2,0
Simon Whitlock,194,2,361,3,0 0 1,1,0
Simon Whitlock,194,3,266,3,1 0 1,2,0
Simon Whitlock,195,1,501,3,0 0 0,0,1
Simon Whitlock,195,2,458,3,0 0 0,0,1
Simon Whitlock,195,3,398,3,0 0 0,0,1
Simon Whitlock,195,4,354,3,0 0 1,1,1
Simon Whitlock,195,5,260,3,0 0 0,0,1
Simon Whitlock,196,1,501,3,1 1 1,3,0
Simon Whitlock,196,2,321,3,0 0 0,0,0
Simon Whitlock,196,3,263,3,1 0 0,1,0
Simon Whitlock,197,1,501,3,1 0 0,1,0
Simon Whitlock,197,2,401,3,0 0 0,0,0
Simon Whitlock,197,3,341,3,0 0 0,0,0
Simon Whitlock,198,1,501,3,1 1 1,3,0
Simon Whitlock,198,2,321,3,1 1 1,3,0
Simon Whitlock,199,1,501,3,0 0 1,1,1
Simon Whitlock,199,2,420,3,1 0 1,2,1
Simon Whitlock,199,3,280,2,1 1,2,1
Simon Whitlock,200,1,501,3,0 1 1,2,0
Simon Whitlock,200,2,361,3,0 0 1,1,0
Simon Whitlock,200,3,283,2,1 1,2,0
Simon Whitlock,201,1,501,3,0 0 0,0,1
Simon Whitlock,201,2,442,3,0 0 0,0,1
Simon Whitlock,201,3,385,3,0 1 0,1,1
Simon Whitlock,201,4,285,3,0 0 0,0,1
Simon Whitlock,201,5,240,3,0 0 0,0,1
Simon Whitlock,202,1,501,3,0 1 1,2,0
Simon Whitlock,202,2,378,3,0 1 1,2,0
Simon Whitlock,202,3,238,3,0 0 0,0,0
Simon Whitlock,202,4,180,1,1,1,0
Simon Whitlock,203,1,501,3,1 1 0,2,1
Simon Whitlock,203,2,361,3,0 1 0,1,1
Simon Whitlock,203,3,265,2,1 1,2,1
Simon Whitlock,204,1,501,3,1 0 1,2,0
Simon Whitlock,204,2,376,3,0 0 1,1,0
Simon Whitlock,204,3,292,3,0 0 0,0,0
Simon Whitlock,204,4,236,2,0 1,1,0
Simon Whitlock,205,1,501,3,1 1 0,2,0
Simon Whitlock,205,2,361,3,1 1 1,3,0
Simon Whitlock,205,3,181,1,0,0,0
Simon Whitlock,206,1,501,3,0 0 0,0,1
Simon Whitlock,206,2,441,3,0 0 0,0,1
Simon Whitlock,206,3,382,3,1 0 0,1,1
Simon Whitlock,206,4,284,3,0 0 0,0,1
Simon Whitlock,206,5,260,3,1 0 0,1,1
Simon Whitlock,207,1,501,3,1 0 0,1,0
Simon Whitlock,207,2,401,3,1 1 0,2,0
Simon Whitlock,207,3,261,3,0 0 0,0,0
Simon Whitlock,207,4,220,3,0 0 1,1,0
Simon Whitlock,208,1,501,3,0 0 1,1,0
Simon Whitlock,208,2,419,3,1 1 0,2,0
Simon Whitlock,208,3,279,2,1 1,2,0
Simon Whitlock,209,1,501,3,0 0 0,0,1
Simon Whitlock,209,2,442,3,0 0 0,0,1
Simon Whitlock,209,3,382,3,0 0 0,0,1
Simon Whitlock,209,4,324,3,0 0 1,1,1
Simon Whitlock,210,1,501,3,0 0 1,1,0
Simon Whitlock,210,2,404,3,0 0 1,1,0
Simon Whitlock,210,3,311,3,0 0 0,0,0
Simon Whitlock,211,1,501,3,0 0 1,1,0
Simon Whitlock,211,2,404,3,0 0 1,1,0
Simon Whitlock,211,3,304,3,0 1 0,1,0
Simon Whitlock,211,4,204,2,0 0,0,0
Simon Whitlock,212,1,501,3,0 1 0,1,1
Simon Whitlock,212,2,405,3,0 0 0,0,1
Simon Whitlock,212,3,351,3,1 0 1,2,1
Simon Whitlock,212,4,211,1,1,1,1
Simon Whitlock,213,1,501,3,0 0 0,0,1
Simon Whitlock,213,2,442,3,0 1 1,2,1
Simon Whitlock,213,3,302,3,0 1 1,2,1
Simon Whitlock,214,1,501,3,0 0 1,1,1
Simon Whitlock,214,2,404,3,0 0 0,0,1
Simon Whitlock,214,3,344,3,1 0 0,1,1
Simon Whitlock,214,4,248,2,1 1,2,1
Simon Whitlock,215,1,501,3,1 1 0,2,1
Simon Whitlock,215,2,361,3,0 1 0,1,1
Simon Whitlock,215,3,261,3,0 1 0,1,1
Simon Whitlock,216,1,501,3,0 0 0,0,1
Simon Whitlock,216,2,444,3,0 0 0,0,1
Simon Whitlock,216,3,384,3,0 0 0,0,1
Simon Whitlock,216,4,343,3,1 1 1,3,1
Simon Whitlock,217,1,501,3,0 0 0,0,0
Simon Whitlock,217,2,442,3,0 0 1,1,0
Simon Whitlock,217,3,348,3,0 0 1,1,0
Simon Whitlock,217,4,258,3,0 0 1,1,0
Simon Whitlock,218,1,501,3,0 0 1,1,0
Simon Whitlock,218,2,406,3,0 0 0,0,0
Simon Whitlock,218,3,347,3,1 1 1,3,0
Simon Whitlock,219,1,501,3,0 1 0,1,0
Simon Whitlock,219,2,401,3,0 1 0,1,0
Simon Whitlock,219,3,305,3,0 1 1,2,0
Simon Whitlock,220,1,501,3,0 0 0,0,0
Simon Whitlock,220,2,440,3,1 0 1,2,0
Simon Whitlock,220,3,300,3,0 1 0,1,0
Simon Whitlock,220,4,200,1,1,1,0
Simon Whitlock,221,1,501,3,1 1 0,2,0
Simon Whitlock,221,2,374,3,0 0 0,0,0
Simon Whitlock,221,3,332,3,0 0 0,0,0
Simon Whitlock,221,4,272,2,1 1,2,0
Simon Whitlock,222,1,501,3,0 1 1,2,0
Simon Whitlock,222,2,373,3,1 0 1,2,0
Simon Whitlock,222,3,236,1,1,1,0
Simon Whitlock,223,1,501,3,1 1 0,2,0
Simon Whitlock,223,2,366,3,0 0 0,0,0
Simon Whitlock,223,3,309,3,0 0 0,0,0
Simon Whitlock,223,4,270,3,0 0 0,0,0
Simon Whitlock,223,5,210,2,0 0,0,0
Simon Whitlock,224,1,501,3,1 1 1,3,1
Simon Whitlock,224,2,321,3,0 1 1,2,1
Simon Whitlock,224,3,181,2,0 1,1,1
Simon Whitlock,225,1,501,3,0 0 1,1,0
Simon Whitlock,225,2,408,3,1 0 1,2,0
Simon Whitlock,225,3,268,3,0 1 0,1,0
Simon Whitlock,226,1,501,3,1 1 0,2,0
Simon Whitlock,226,2,361,3,0 1 1,2,0
Simon Whitlock,226,3,221,3,0 0 1,1,0
Simon Whitlock,227,1,501,3,1 1 0,2,1
Simon Whitlock,227,2,361,3,0 0 1,1,1
Simon Whitlock,227,3,270,3,0 0 1,1,1
Simon Whitlock,228,1,501,3,0 0 1,1,1
Simon Whitlock,228,2,401,3,0 0 1,1,1
Simon Whitlock,228,3,308,3,0 1 0,1,1
Simon Whitlock,228,4,210,2,0 1,1,1
